time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1998-10-15T20:38:17.520Z,32.804,-115.457,9.772,2.67,ml,0,149.3,0.008919,0.255,ci,ci9069223,2016-02-12T19:51:45.714Z,"7km W of Holtville, California",earthquake,,0.528,,59,reviewed,ci,ci
1998-10-15T20:06:01.020Z,32.819,-115.455,9.622,3.05,ml,0,94.5,,0.269,ci,ci9069207,2016-02-12T14:42:29.629Z,"7km W of Holtville, California",earthquake,,0.556,,97,reviewed,ci,ci
1998-10-15T17:59:44.160Z,32.812,-115.453,11.022,2.59,ml,0,139.4,0.05172,0.256,ci,ci9069177,2016-02-12T02:13:12.462Z,"7km W of Holtville, California",earthquake,,0.995,,51,reviewed,ci,ci
1998-10-15T16:46:23.610Z,33.176,-115.607,0.609,2.59,ml,0,69.4,0.07628,0.238,ci,ci9069175,2016-02-12T19:51:44.288Z,"10km WNW of Calipatria, California",earthquake,,0.762,,60,reviewed,ci,ci
1998-10-15T11:38:18.300Z,37.5766667,-118.79,5.241,2.62,md,34,67,0.03423,0.04,nc,nc30202026,2016-12-29T10:02:08.990Z,"Central California",earthquake,0.24,0.44,0.22,45,reviewed,nc,nc
1998-10-15T06:12:19.880Z,37.579,-118.7883333,5.453,3.49,ml,35,79,0.03423,0.04,nc,nc30201985,2016-12-29T09:59:47.680Z,"Central California",earthquake,0.24,0.48,,2,reviewed,nc,nc
1998-10-15T05:05:46.710Z,40.8363333,-123.5546667,24.64,4.2,mw,15,90,0.1405,0.07,nc,nc30201983,2016-12-29T09:59:27.480Z,"Northern California",earthquake,0.36,1.1,,3,reviewed,nc,nc
1998-10-14T21:26:45.240Z,46.754,-122.843,3.178,2.9,md,8,175,0.128,0.06,uw,uw10458048,2016-07-23T18:40:11.270Z,"Washington",explosion,0.757,0.04,0.04,5,reviewed,uw,uw
1998-10-14T14:37:03.990Z,32.356,-115.246,6.015,3.81,ml,0,220.8,0.4411,0.485,ci,ci9069068,2016-02-11T23:40:50.873Z,"5km W of Delta, B.C., MX",earthquake,,,,110,reviewed,ci,ci
1998-10-14T13:32:28.570Z,36.6431667,-121.092,11.768,2.75,md,82,46,0.01802,0.19,nc,nc30201919,2016-12-29T09:56:57.460Z,"Central California",earthquake,0.19,0.33,0.12,88,reviewed,nc,nc
1998-10-14T13:04:43.160Z,37.5133333,-118.7781667,2.239,2.52,md,33,113,0.01712,0.04,nc,nc40080979,2016-12-29T09:56:33.900Z,"Central California",earthquake,0.23,0.39,0.12,33,reviewed,nc,nc
1998-10-14T00:55:23.200Z,37.6233333,-118.8546667,3.307,2.77,md,35,59,0.02072,0.05,nc,nc30201865,2016-12-29T09:55:06.380Z,"Long Valley area, California",earthquake,0.22,0.27,0.14,51,reviewed,nc,nc
1998-10-12T18:58:20.020Z,38.7595,-122.7171667,-0.739,3.19,md,45,47,0.01441,0.17,nc,nc30201682,2016-12-29T09:47:52.090Z,"Northern California",earthquake,0.2,1.18,0.07,42,reviewed,nc,nc
1998-10-11T21:21:23.800Z,34.614,-116.625,4.3,2.78,ml,0,85,,0.163,ci,ci9068892,2016-02-11T21:06:41.932Z,"37km ENE of Lucerne Valley, California",earthquake,,0.728,,114,reviewed,ci,ci
1998-10-11T17:44:27.930Z,33.19,-115.579,3.162,2.97,ml,0,76.8,,0.276,ci,ci9068891,2016-02-12T02:13:06.672Z,"8km SW of Niland, California",earthquake,,0.115,,85,reviewed,ci,ci
1998-10-11T12:31:58.430Z,37.8816667,-119.2205,0.338,2.82,md,4,223,0.273,0.1,nc,nc40080830,2016-12-29T09:40:38.203Z,"Central California",earthquake,9.5,11.32,0.56,2,reviewed,nc,nc
1998-10-11T00:28:40.670Z,36.7563333,-121.4028333,8.849,2.66,md,63,23,0.01441,0.11,nc,nc30201376,2016-12-29T09:37:38.340Z,"Central California",earthquake,0.17,0.34,0.14,57,reviewed,nc,nc
1998-10-10T20:51:05.230Z,35.4475,-121.0648333,3.758,2.75,md,46,182,0.07117,0.08,nc,nc30201350,2016-12-29T09:36:49.210Z,"offshore Central California",earthquake,0.25,0.52,0.08,78,reviewed,nc,nc
1998-10-10T14:20:15.630Z,36.9861667,-121.4676667,5.548,2.52,md,72,47,0.04144,0.07,nc,nc30201547,2016-12-29T09:36:26.180Z,"Northern California",earthquake,0.12,0.33,0.13,50,reviewed,nc,nc
1998-10-10T06:50:31.430Z,36.959,-121.5753333,6.421,3.8,mw,100,20,0.007207,0.18,nc,nc30201287,2016-12-29T09:34:59.990Z,"Northern California",earthquake,0.19,0.44,,3,reviewed,nc,nc
1998-10-10T04:30:28.320Z,46.2046667,-120.7006667,2.869,3.2,md,63,33,,0.33,uw,uw10455438,2016-07-23T18:39:47.220Z,"Washington",earthquake,0.509,0.88,0.08,10,reviewed,uw,uw
1998-10-09T16:43:08.290Z,46.2036667,-120.7083333,2.459,4,md,68,33,,0.3,uw,uw10454828,2016-07-23T18:39:42.290Z,"Washington",earthquake,0.538,1.01,0.06,12,reviewed,uw,uw
1998-10-08T20:12:09.160Z,37.3535,-121.7171667,7.188,2.71,md,97,38,0.03243,0.05,nc,nc30201088,2016-12-29T09:30:45.570Z,"San Francisco Bay area, California",earthquake,0.08,0.24,0.15,117,reviewed,nc,nc
1998-10-08T11:32:34.700Z,37.195,-121.6526667,5.636,2.9,md,106,55,0.03964,0.08,nc,nc30201013,2016-12-29T09:28:13.500Z,"Northern California",earthquake,0.09,0.25,0.13,134,reviewed,nc,nc
1998-10-07T12:28:56.890Z,38.6973333,-119.8615,3.278,2.79,md,45,194,0.6865,0.05,nc,nc30200833,2016-12-29T09:24:51.820Z,"Northern California",earthquake,0.26,0.75,0.14,51,reviewed,nc,nc
1998-10-07T09:17:00.290Z,37.6365,-118.8265,7.358,2.77,md,33,114,0.007207,0.03,nc,nc30200814,2016-12-29T09:23:27.970Z,"Long Valley area, California",earthquake,0.29,0.46,0.14,44,reviewed,nc,nc
1998-10-06T23:20:12.500Z,33.67,-117.018,-0.696,2.53,ml,0,58.3,,0.231,ci,ci9068553,2016-02-12T04:40:31.900Z,"7km SE of Winchester, California",quarry blast,,,,7,reviewed,ci,ci
1998-10-06T21:53:38.950Z,37.6348333,-118.9226667,6.294,2.69,md,33,54,0.01802,0.05,nc,nc30200736,2016-12-29T09:21:54.040Z,"Long Valley area, California",earthquake,0.21,0.3,0.16,42,reviewed,nc,nc
1998-10-06T13:05:39.970Z,38.8145,-122.8111667,2.66,2.5,md,38,35,0.01441,0.02,nc,nc30200638,2016-12-29T09:20:13.310Z,"Northern California",earthquake,0.14,0.26,0.16,41,reviewed,nc,nc
1998-10-06T08:38:16.930Z,37.5513333,-118.8176667,1.911,3.02,ml,30,98,0.03964,0.05,nc,nc40080602,2016-12-29T09:18:41.900Z,"Central California",earthquake,0.24,0.48,,2,reviewed,nc,nc
1998-10-06T04:58:14.770Z,37.5638333,-118.8003333,1.724,3.27,md,35,91,0.03514,0.05,nc,nc30200603,2016-12-29T09:18:00.610Z,"Central California",earthquake,0.21,0.5,0.1,82,reviewed,nc,nc
1998-10-05T23:15:39.530Z,33.67,-117.018,-0.696,2.58,ml,0,58.3,,0.229,ci,ci9068498,2016-02-12T19:51:21.450Z,"7km SE of Winchester, California",quarry blast,,,,6,reviewed,ci,ci
1998-10-05T11:50:58.330Z,33.212,-116.054,3.269,2.5,ml,0,47.9,,0.194,ci,ci9068472,2016-02-13T03:27:14.528Z,"10km NE of Ocotillo Wells, California",earthquake,,0.628,,82,reviewed,ci,ci
1998-10-05T07:24:53.730Z,38.739,-122.7208333,2.118,2.59,md,47,51,0.03514,0.06,nc,nc30200518,2016-12-29T09:15:35.960Z,"Northern California",earthquake,0.11,0.3,0.1,50,reviewed,nc,nc
1998-10-05T04:53:25.420Z,37.5575,-118.8095,3.181,2.66,md,34,96,0.03604,0.04,nc,nc30200506,2016-12-29T09:15:11.890Z,"Central California",earthquake,0.22,0.37,0.14,50,reviewed,nc,nc
1998-10-04T13:38:49.750Z,31.177,-115.461,5.925,2.84,mc,0,296.5,1.485,0.373,ci,ci9068422,2016-02-13T08:29:32.664Z,"120km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,,,,10,reviewed,ci,ci
1998-10-04T13:16:41.600Z,33.411,-116.38,5.443,2.75,ml,0,55.9,,0.27,ci,ci9068421,2016-02-12T19:51:16.360Z,"17km N of Borrego Springs, California",earthquake,,,,5,reviewed,ci,ci
1998-10-04T01:36:28.780Z,31.375,-115.656,5.925,2.8,mc,0,282.9,1.272,0.333,ci,ci9068403,2016-02-11T21:06:09.528Z,"94km ESE of Maneadero, B.C., MX",earthquake,,,,8,reviewed,ci,ci
1998-10-03T12:34:01.770Z,34.165,-116.427,2.131,2.96,ml,0,76,,0.18,ci,ci9068388,2016-02-13T05:54:23.179Z,"6km N of Yucca Valley, California",earthquake,,0.3,,78,reviewed,ci,ci
1998-10-03T10:54:01.970Z,34.046,-117.282,11.513,2.57,ml,0,38.8,,0.134,ci,ci9068368,2016-02-12T04:40:24.147Z,"2km W of Loma Linda, California",earthquake,,0.362,,66,reviewed,ci,ci
1998-10-03T01:01:24.040Z,34.7601667,-121.4433333,12.821,2.61,md,11,289,0.6703,0.08,nc,nc68003798,2016-12-29T09:07:38.112Z,"offshore Central California",earthquake,1.25,0.8,,1,reviewed,nc,nc
1998-10-03T00:04:22.380Z,34.464,-117.94,7.298,3.11,ml,0,30.9,,0.188,ci,ci9068355,2016-02-12T19:51:13.594Z,"6km SSW of Pearblossum, California",earthquake,,0.5,,90,reviewed,ci,ci
1998-10-02T20:41:24.740Z,32.654,-115.984,10.097,2.73,mc,0,170.4,0.05229,0.259,ci,ci9068336,2016-02-12T19:51:11.274Z,"9km S of Ocotillo, California",earthquake,,0.891,,34,reviewed,ci,ci
1998-10-02T19:21:19.900Z,34.704,-121.515,5.744,3.05,mc,0,277.9,,0.451,ci,ci9068333,2016-02-13T00:53:53.868Z,"89km SW of Avila Beach, California",earthquake,,,,10,reviewed,ci,ci
1998-10-02T11:04:21.930Z,36.5366667,-121.1195,2.756,2.53,md,48,59,0.04414,0.04,nc,nc30200121,2016-12-29T09:05:31.980Z,"Central California",earthquake,0.13,0.42,0.1,37,reviewed,nc,nc
1998-10-01T20:28:48.010Z,32.643,-115.985,7.657,2.98,ml,0,185.3,,0.291,ci,ci7112743,2016-02-11T23:40:14.096Z,"10km S of Ocotillo, California",earthquake,,0.609,,59,reviewed,ci,ci
1998-10-01T18:18:15.960Z,34.111,-116.92,3.175,4.63,ml,0,33.4,,0.224,ci,ci7112721,2017-01-26T16:04:48.660Z,"14km NE of Yucaipa, California",earthquake,,0.174,,247,reviewed,ci,ci
1998-10-01T13:59:42.690Z,34.315,-116.924,5.211,3.37,ml,0,31.3,,0.162,ci,ci7112712,2016-02-12T17:16:19.719Z,"8km N of Big Bear Lake, California",earthquake,,0.996,,190,reviewed,ci,ci
1998-10-01T12:49:11.260Z,40.6546667,-124.66,17.109,2.64,md,5,278,0.3045,0.02,nc,nc30199915,2016-12-29T09:03:24.388Z,"offshore Northern California",earthquake,7.83,2.1,,1,reviewed,nc,nc
1998-10-01T10:23:01.070Z,34.493,-120.85,5.713,2.58,mc,0,277.3,,0.224,ci,ci7112704,2016-02-11T21:06:03.677Z,"39km WSW of Lompoc, California",earthquake,,,,3,reviewed,ci,ci
1998-10-01T03:39:34.850Z,40.6263333,-122.4031667,24.514,3.19,ml,21,60,0.0973,0.08,nc,nc30199857,2016-12-29T09:01:41.990Z,"Northern California",earthquake,0.29,0.82,,6,reviewed,nc,nc
1998-10-01T02:58:07.180Z,34.303,-116.922,1.318,2.5,ml,0,30.6,,0.188,ci,ci7112697,2016-02-12T09:30:32.299Z,"7km N of Big Bear Lake, California",earthquake,,0.242,,129,reviewed,ci,ci
1998-10-01T00:14:58.650Z,31.765,-115.875,5.883,2.5,mc,0,309.5,0.8806,0.189,ci,ci7112693,2016-02-12T04:40:16.939Z,"66km E of Maneadero, B.C., MX",earthquake,,,,7,reviewed,ci,ci
1998-09-30T18:59:42.500Z,32.787,-115.456,9.873,3.06,ml,0,132.6,0.06728,0.302,ci,ci9068095,2016-02-11T23:40:06.890Z,"8km WSW of Holtville, California",earthquake,,0.648,,83,reviewed,ci,ci
1998-09-30T03:50:37.940Z,34.04,-117.562,11.569,2.69,ml,0,46.4,,0.174,ci,ci9068057,2016-02-12T09:30:28.611Z,"6km ESE of Ontario, California",earthquake,,0.179,,152,reviewed,ci,ci
1998-09-30T01:46:14.910Z,32.069,-115.413,5.953,2.66,mc,0,243.7,0.6365,0.32,ci,ci9068052,2016-02-11T21:05:59.880Z,"29km SW of Alberto Oviedo Mota, B.C., MX",earthquake,,,,9,reviewed,ci,ci
1998-09-29T23:51:33.750Z,36.4778333,-121.0558333,7.404,2.55,md,50,56,0.03604,0.05,nc,nc586641,2016-12-29T08:57:48.780Z,"Central California",earthquake,0.14,0.35,0.16,49,reviewed,nc,nc
1998-09-29T23:22:55.150Z,33.671,-117.015,-0.696,2.52,ml,0,66,,0.215,ci,ci9068042,2016-02-12T09:30:27.273Z,"8km ESE of Winchester, California",quarry blast,,,,6,reviewed,ci,ci
1998-09-29T17:50:28.300Z,36.7818333,-121.4841667,4.238,2.78,md,67,34,0.03604,0.07,nc,nc30199667,2016-12-29T08:56:22.850Z,"Central California",earthquake,0.13,0.3,0.12,62,reviewed,nc,nc
1998-09-29T17:09:50.000Z,44.46,-110.33,1.8,3.5,ml,,,,,us,usp0008vqq,2014-11-07T01:06:07.017Z,"Yellowstone National Park, Wyoming",earthquake,,,,,reviewed,slc,us
1998-09-29T12:59:10.000Z,44.47,-110.35,2.1,3.6,ml,,,,,us,usp0008vqc,2014-11-07T01:06:06.992Z,"Yellowstone National Park, Wyoming",earthquake,,,,,reviewed,slc,us
1998-09-29T09:55:41.560Z,38.8316667,-122.8715,1.732,2.81,md,44,30,0.04144,0.06,nc,nc30199556,2016-12-29T08:54:38.460Z,"Northern California",earthquake,0.13,0.45,0.06,35,reviewed,nc,nc
1998-09-29T09:34:52.470Z,34.764,-116.584,7.919,2.5,ml,0,90.6,,0.175,ci,ci9068011,2016-02-13T10:57:13.076Z,"39km W of Ludlow, California",earthquake,,1.148,,85,reviewed,ci,ci
1998-09-29T06:46:54.300Z,35.795,-118.504,5.045,2.7,ml,0,129.8,0.07181,0.162,ci,ci9068002,2016-02-12T19:50:56.147Z,"8km WNW of Kernville, California",earthquake,,2.066,,78,reviewed,ci,ci
1998-09-29T01:47:37.730Z,38.7081667,-119.6601667,1.704,2.72,md,40,193,0.818,0.07,nc,nc30199493,2016-12-29T08:51:37.410Z,"Northern California",earthquake,0.41,1.83,0.12,36,reviewed,nc,nc
1998-09-29T00:03:27.000Z,38.7091667,-119.6598333,3.875,2.76,md,48,189,0.7577,0.05,nc,nc30199486,2016-12-29T08:51:16.440Z,"Northern California",earthquake,0.32,0.68,0.15,57,reviewed,nc,nc
1998-09-28T23:58:21.290Z,38.706,-119.6626667,2.409,3.01,md,48,152,0.7297,0.05,nc,nc30199632,2016-12-29T08:51:04.330Z,"Northern California",earthquake,0.35,0.93,0.15,81,reviewed,nc,nc
1998-09-28T23:57:17.720Z,38.7138333,-119.6525,3.836,2.76,md,43,189,0.7586,0.07,nc,nc30199485,2016-12-29T08:50:51.760Z,"Northern California",earthquake,0.39,0.83,0.14,50,reviewed,nc,nc
1998-09-28T12:37:34.960Z,38.8223333,-122.7933333,3.78,3.43,ml,56,38,0.01441,0.05,nc,nc30199342,2016-12-29T08:47:45.320Z,"Northern California",earthquake,0.11,0.24,,11,reviewed,nc,nc
1998-09-28T03:53:40.370Z,40.3653333,-124.9018333,5.585,3.29,md,64,244,0.445,0.09,nc,nc30199286,2016-12-29T08:44:18.279Z,"offshore Northern California",earthquake,0.61,1.35,0.13,71,reviewed,nc,nc
1998-09-28T02:30:36.270Z,37.6356667,-118.8258333,7.321,2.7,md,33,57,0.008108,0.04,nc,nc30199271,2016-12-29T08:43:02.150Z,"Long Valley area, California",earthquake,0.25,0.39,0.11,34,reviewed,nc,nc
1998-09-27T18:01:27.340Z,35.7045,-121.096,5.081,2.56,md,56,66,0.05225,0.07,nc,nc30199221,2016-12-29T08:41:34.680Z,"Central California",earthquake,0.11,0.28,0.12,71,reviewed,nc,nc
1998-09-27T12:04:41.360Z,32.102,-115.648,5.791,2.97,ml,0,239.1,0.5498,0.262,ci,ci9067855,2016-02-13T03:26:54.518Z,"47km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,,,,43,reviewed,ci,ci
1998-09-27T08:16:14.200Z,37.6363333,-118.8265,7.311,2.5,md,35,58,0.007207,0.03,nc,nc30199145,2016-12-29T08:38:33.480Z,"Long Valley area, California",earthquake,0.26,0.4,0.22,40,reviewed,nc,nc
1998-09-26T23:27:04.630Z,43.84,-111.003,10,3.3,ml,,,,0.69,us,usp0008vjt,2014-11-07T01:06:06.369Z,"Wyoming",earthquake,,,,,reviewed,us,us
1998-09-26T22:28:46.330Z,33.672,-117.018,-0.696,2.51,ml,0,66.7,,0.199,ci,ci9067781,2016-02-12T17:16:03.323Z,"7km ESE of Winchester, California",quarry blast,,,,6,reviewed,ci,ci
1998-09-26T21:22:52.650Z,37.5298333,-118.8018333,3.409,3.19,md,37,110,0.02432,0.04,nc,nc30199066,2016-12-29T08:33:42.600Z,"Central California",earthquake,0.22,0.37,0.08,73,reviewed,nc,nc
1998-09-26T16:30:35.760Z,34.481,-116.489,1.548,2.74,ml,0,111.4,,0.12,ci,ci9067765,2016-02-13T03:26:51.187Z,"40km SW of Ludlow, California",earthquake,,0.694,,133,reviewed,ci,ci
1998-09-26T13:25:11.490Z,33.985,-116.786,16.637,2.53,ml,0,37.1,,0.18,ci,ci9067757,2016-02-11T21:05:48.813Z,"8km N of Cabazon, California",earthquake,,0.385,,125,reviewed,ci,ci
1998-09-26T13:03:32.400Z,38.6718333,-119.8548333,-0.271,2.61,md,21,213,0.6739,0.02,nc,nc30199014,2016-12-29T08:32:05.590Z,"Northern California",earthquake,0.54,2.42,0.09,19,reviewed,nc,nc
1998-09-25T21:48:23.300Z,46.7531667,-122.8146667,1.487,2.9,md,19,124,0.1134,0.13,uw,uw10468978,2016-07-23T18:38:17.880Z,"Washington",explosion,0.583,0.89,0.04,6,reviewed,uw,uw
1998-09-25T19:52:52.070Z,41.495,-80.388,5,4.5,mwc,,,,0.81,us,usp0008vh3,2017-04-13T22:11:00.814Z,"Pennsylvania",earthquake,,,,,reviewed,us,hrv
1998-09-25T02:24:34.540Z,33.71,-116.838,16.714,2.5,ml,0,72,,0.178,ci,ci9067691,2016-02-12T17:15:56.102Z,"7km SE of Valle Vista, California",earthquake,,0.516,,97,reviewed,ci,ci
1998-09-24T21:07:22.240Z,46.7523333,-122.8186667,0.031,2.7,md,24,83,0.1147,0.2,uw,uw10468113,2016-07-23T18:38:04.920Z,"Washington",explosion,0.693,1.37,0.04,8,reviewed,uw,uw
1998-09-24T11:41:42.750Z,34.11,-118.594,5.572,2.58,ml,0,72.1,,0.333,ci,ci9067641,2016-02-12T12:00:05.538Z,"2km NNE of Topanga, California",earthquake,,2.202,,110,reviewed,ci,ci
1998-09-24T03:58:52.990Z,36.73,-118.072,4.375,2.62,ml,0,175.5,,0.147,ci,ci9067624,2016-02-13T08:28:47.739Z,"14km SE of Independence, California",earthquake,,,,45,reviewed,ci,ci
1998-09-24T02:13:00.170Z,39.4195,-123.2855,6.935,2.66,md,34,36,0.02973,0.04,nc,nc30198532,2016-12-29T08:19:07.480Z,"Northern California",earthquake,0.15,0.42,0.09,42,reviewed,nc,nc
1998-09-23T22:31:20.300Z,31.153,-115.619,14.3,3.8,md,,,,,us,usp0008vdy,2016-02-11T21:05:39.657Z,"Baja California, Mexico",earthquake,,,,,reviewed,ecx,ecx
1998-09-23T21:47:14.180Z,34.111,-116.92,3.411,2.52,ml,0,34.7,,0.191,ci,ci9067590,2016-02-12T04:39:59.361Z,"14km NE of Yucaipa, California",earthquake,,0.389,,101,reviewed,ci,ci
1998-09-23T15:34:09.050Z,34.375,-117.649,8.436,2.65,ml,0,26.8,,0.129,ci,ci9067553,2016-02-13T08:28:44.012Z,"2km NW of Wrightwood, California",earthquake,,0.485,,133,reviewed,ci,ci
1998-09-22T21:15:56.120Z,46.711,-122.7648333,0.87,2.8,md,32,65,0.05927,0.32,uw,uw10466803,2016-07-23T18:37:42.820Z,"Washington",explosion,0.965,1.25,0.05,8,reviewed,uw,uw
1998-09-21T23:21:20.730Z,48.436,-121.805,58,2.8,md,,,,,us,usp0008vb4,2014-11-07T01:06:05.205Z,"Washington",earthquake,,,,,reviewed,sea,sea
1998-09-21T21:46:34.610Z,46.7313333,-122.7973333,0.269,2.5,md,17,85,0.08949,0.22,uw,uw10466143,2016-07-23T18:37:35.670Z,"Washington",explosion,0.791,1.58,0.05,6,reviewed,uw,uw
1998-09-21T19:45:56.470Z,39.655,-118.15,10,3.3,ml,,,,1,us,usp0008vb0,2014-11-07T01:06:05.175Z,"Nevada",earthquake,,,,,reviewed,us,us
1998-09-21T13:33:32.110Z,32.645,-118.04,5.822,2.8,mc,0,220.2,0.542,0.38,ci,ci9067405,2016-02-13T00:53:25.779Z,"34km SE of San Clemente Is. (SE tip), California",earthquake,,,,35,reviewed,ci,ci
1998-09-21T05:57:02.980Z,40.5991667,-124.7065,24.018,3.27,ml,67,235,0.3072,0.08,nc,nc30197735,2016-12-29T07:58:43.440Z,"offshore Northern California",earthquake,0.49,2.17,,2,reviewed,nc,nc
1998-09-21T02:38:09.760Z,35.751,-121.262,3.768,3.18,ml,63,116,0.04234,0.08,nc,nc30197710,2016-12-29T07:57:48.260Z,"Central California",earthquake,0.19,0.3,,2,reviewed,nc,nc
1998-09-20T15:51:30.940Z,38.7951667,-122.752,0.083,2.64,md,38,46,0.03514,0.05,nc,nc30197617,2016-12-29T07:54:48.700Z,"Northern California",earthquake,0.13,0.34,0.15,35,reviewed,nc,nc
1998-09-20T11:50:54.510Z,36.173,-120.7283333,8.567,3.13,md,71,53,0.06396,0.07,nc,nc30197568,2016-12-29T07:53:44.700Z,"Central California",earthquake,0.14,0.3,0.07,110,reviewed,nc,nc
1998-09-20T09:38:14.680Z,35.9685,-120.5206667,7.108,2.5,md,58,46,0.02162,0.04,nc,nc30197557,2016-12-29T07:53:25.350Z,"Central California",earthquake,0.15,0.16,0.1,71,reviewed,nc,nc
1998-09-19T23:07:29.780Z,31.726,-116.017,5.842,2.61,mc,0,273.7,0.9221,0.265,ci,ci9067270,2016-02-11T21:05:15.319Z,"52km E of Maneadero, B.C., MX",earthquake,,,,9,reviewed,ci,ci
1998-09-19T20:21:39.380Z,37.546,-118.82,1.564,2.78,md,35,101,0.04505,0.05,nc,nc30197480,2016-12-29T07:51:03.220Z,"Central California",earthquake,0.24,0.67,0.2,39,reviewed,nc,nc
1998-09-19T13:27:18.940Z,35.781,-119.885,4.913,2.53,ml,0,258.1,0.3491,0.306,ci,ci9067236,2016-02-12T07:03:05.033Z,"26km SSE of Kettleman City, California",earthquake,,,,16,reviewed,ci,ci
1998-09-19T09:51:58.340Z,35.773,-119.891,4.913,2.57,mc,0,256.3,0.3404,0.287,ci,ci9067231,2016-02-12T14:40:17.689Z,"27km SSE of Kettleman City, California",earthquake,,,,21,reviewed,ci,ci
1998-09-19T09:49:18.240Z,32.462,-115.425,5.972,2.7,ml,0,199.3,0.3157,0.338,ci,ci9067228,2016-02-11T23:39:11.653Z,"13km SSW of Puebla, B.C., MX",earthquake,,,,41,reviewed,ci,ci
1998-09-19T07:43:16.150Z,35.789,-119.904,5.059,2.55,mc,0,258.4,0.3546,0.344,ci,ci9067222,2016-02-13T10:56:49.899Z,"25km SSE of Kettleman City, California",earthquake,,,,28,reviewed,ci,ci
1998-09-18T08:38:45.650Z,40.8401667,-121.9883333,8.114,2.67,md,7,127,0.2009,0.1,nc,nc40079356,2016-12-29T07:42:23.654Z,"Northern California",earthquake,1.12,5.07,0.56,3,reviewed,nc,nc
1998-09-18T08:30:20.910Z,38.8161667,-122.7961667,3.34,2.52,md,39,38,0.008108,0.05,nc,nc40079353,2016-12-29T07:42:13.620Z,"Northern California",earthquake,0.15,0.34,0.12,37,reviewed,nc,nc
1998-09-18T00:44:13.310Z,40.9278333,-123.4268333,21.726,2.53,md,19,58,0.2378,0.09,nc,nc30197202,2016-12-29T07:39:26.964Z,"Northern California",earthquake,0.33,0.98,0.13,29,reviewed,nc,nc
1998-09-17T23:33:05.810Z,33.659,-117.052,-0.591,2.5,ml,0,74.2,,0.173,ci,ci9067133,2016-02-13T03:26:35.586Z,"6km SSE of Winchester, California",quarry blast,,1.144,,7,reviewed,ci,ci
1998-09-17T23:16:06.380Z,33.67,-117.017,-0.686,2.57,ml,0,66.7,,0.197,ci,ci9067132,2016-02-12T09:29:53.757Z,"8km ESE of Winchester, California",quarry blast,,0.49,,6,reviewed,ci,ci
1998-09-17T21:49:51.830Z,46.7496667,-122.8078333,0.139,2.5,md,13,82,0.1076,0.15,uw,uw10462483,2016-07-23T18:36:58.420Z,"Washington",explosion,0.599,1.81,0.04,6,reviewed,uw,uw
1998-09-17T15:42:58.600Z,35.9665,-120.5181667,7.158,2.9,md,58,47,0.01892,0.05,nc,nc30199657,2016-12-29T07:36:04.880Z,"Central California",earthquake,0.16,0.2,0.06,49,reviewed,nc,nc
1998-09-17T13:48:07.290Z,40.743,-122.004,22.897,2.79,md,6,116,0.05676,0.18,nc,nc40079295,2016-12-29T07:35:44.048Z,"Northern California",earthquake,1.01,1.53,,1,reviewed,nc,nc
1998-09-17T11:07:28.380Z,37.5525,-118.8176667,2.099,2.93,md,35,97,0.03874,0.05,nc,nc30197016,2016-12-29T07:34:48.880Z,"Central California",earthquake,0.21,0.52,0.11,52,reviewed,nc,nc
1998-09-17T08:46:40.250Z,36.8563333,-89.4485,4.46,2.5,md,17,178,0.06952,0.09,nm,nm604415,2016-04-13T19:26:50.960Z,"10km NNW of East Prairie, Missouri",earthquake,0.5,0.3,0.159,13,reviewed,nm,nm
1998-09-17T02:58:56.000Z,43.84,-111.01,0,3.8,ml,,,,,us,usp0008v1z,2014-11-07T01:06:04.047Z,"Wyoming",earthquake,,,,,reviewed,usbr,but
1998-09-16T16:17:29.760Z,35.9623333,-120.5125,7.083,2.88,md,60,48,0.01261,0.04,nc,nc30196884,2016-12-29T07:28:08.630Z,"Central California",earthquake,0.12,0.11,0.11,81,reviewed,nc,nc
1998-09-16T16:09:29.870Z,35.9616667,-120.5113333,7.073,3.46,ml,64,47,0.01171,0.05,nc,nc30196883,2016-12-29T07:27:54.590Z,"Central California",earthquake,0.14,0.18,,5,reviewed,nc,nc
1998-09-16T14:36:44.620Z,37.5501667,-118.8176667,1.901,2.86,md,36,99,0.04054,0.05,nc,nc30196861,2016-12-29T07:27:22.310Z,"Central California",earthquake,0.21,0.38,0.15,48,reviewed,nc,nc
1998-09-16T14:34:30.960Z,40.2913333,-124.1171667,34.726,2.9,md,18,64,0.1135,0.06,nc,nc30196860,2016-12-29T07:27:11.680Z,"Northern California",earthquake,0.48,1.1,0.21,33,reviewed,nc,nc
1998-09-16T14:25:54.110Z,37.5501667,-118.8173333,2.071,3.12,md,37,99,0.04054,0.05,nc,nc30196855,2016-12-29T07:26:46.670Z,"Central California",earthquake,0.22,0.42,0.11,51,reviewed,nc,nc
1998-09-16T12:56:02.590Z,37.333,-118.604,-1.268,2.98,mc,0,235,0.9121,0.483,ci,ci9066975,2016-02-11T21:05:01.868Z,"14km WSW of West Bishop, California",earthquake,,2.809,,35,reviewed,ci,ci
